"ref","PDF_id","article_type","authors","article_title","source_title","pub_year","doi","lead_author_institution_type","lead_author_affiliation","study_country","study_region","koaro","inanga","giant_kokopu","shortjaw_kokopu","banded_kokopu","spotted_galaxias","spatial_extent","spatial_extent_km","temporal","period_yrs","preiod_frq","survey","model","experiment","ex_field","ex_lab","review","review_method","method_other","diet","predation","competition","metabolism","disease","parasites","behaviour","movement","migration","morphology","evolution","spawning","riparain","growth","genetics","eggs","larvae","juveniles","adults","demographics","sex_ratio","fecundity","mortality","age_size_structure","abundance_density","physiochemical_habitat","landuse","aquaculture","harvesting","method_development","conservation","restoration","invasive.species","climate_change","stream","lake","ocean","landlocked"
1,1,"J","HICKS A. JARVIS M. EASTON RR. WATERS JM. DAVID B. NORMAN MD. CLOSS GP.","Life History Plasticity Affects the Population Structure and Distribution of the Widespread Migratory Fish Galaxias Brevipinnis","Marine and Freshwater Research",2020,"10.1071/MF20099","tertiary","UoO","NZ","West Coast","y","n","n","n","n","n","regional","140","n","na","na","y","n","n","y","n","n","na","otolith microchemistry","n","n","n","n","n","n","n","y","y","n","n","n","n","n","n","n","n","y","y","y","n","n","n","y","y","y","n","n","n","n","n","n","n","n","y","n","n","n"
2,7,"J","CUSSAC V. BARRANTES ME. BOY CC. GORSKI K. HABIT E. LATTUCA ME. ROJO JH.","New Insights into the Distribution, Physiology and Life Histories of South American Galaxiid Fishes, and Potential Threats to this Unique Fauna","Diversity",2020,"10.3390/d12050178","tertiary","Universidad Nacional del Comahue","Chile, Argentina","na","n","y","n","n","n","n","international","1750","n","na","na","n","n","n","n","n","y","narrative","na","y","y","n","n","n","n","n","n","y","y","y","n","n","y","y","n","y","y","y","n","n","n","n","n","n","n","n","n","n","n","n","n","y","y","y","y","n","y"
3,9,"J","DUNN NR. O'BRIEN LK. BURRIDGE CP. CLOSS GP.","Morphological Convergence and Divergence in Galaxias Fishes in Lentic and Lotic Habitats","Diversity",2020,"10.3390/d12050183","tertiary","UoO","NZ","Southland, Canterbury","y","n","n","n","n","n","regional","366","n","na","na","y","n","n","y","n","n","na","genetics","n","n","n","n","n","n","n","n","n","y","y","n","n","n","y","n","n","n","y","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","y","y","n","y"
4,11,"J","MERCER M. SEARLE PC. CIFUENTES R. HABIT E. BELK MC.","Morphometric Response Of galaxias Maculatus(Jenyns) to Lake Colonization in Chile","Diversity",2020,"10.3390/d12060219","tertiary","Brigham Young University","Chile","Los Lagos, Los RÌos,  La AraucanÌa","n","y","n","n","n","n","regional","450","n","na","na","y","n","n","n","n","n","na","na","n","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","y","n","y"
5,12,"J","ROJO JH. FERNANDEZ DA. FIGUEROA DE. BOY CC.","Phenotypic and Genetic Differentiation Between Diadromous and Landlocked Puyen Galaxias Maculatus","Journal of Fish Biology",2020,"10.1111/jfb.14285","govt","Centro Austral de Investigaciones CientÌficas","Argentina","Patagonia","n","y","n","n","n","n","basin","1","n","na","na","y","n","n","n","n","n","na","DNA","n","n","n","n","n","n","n","n","n","y","y","n","n","n","y","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","y","n","n"
6,13,"J","ROJO JH. RODRIGUEZ P. BOY CC.","Morphological Differentiation in the Widespread Fish Galaxias Maculatus: Do Darker Environments Imply Bigger Eyes?","Hydrobiologia",2020,"10.1007/s10750-020-04278-y","govt","Centro Austral de Investigaciones CientÌficas","Argentina","Patagonia","n","y","n","n","n","n","regional","1.5","n","0.083333333","na","y","n","n","n","n","n","na","na","n","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","y","y","n","y"
7,14,"J","VERA-ESCALONA I. DELGADO ML. HABIT E. RUZZANTE DE.","Historical and Contemporary Diversity of Galaxiids in South America: Biogeographic and Phylogenetic Perspectives","Diversity",2020,"10.3390/d12080304","tertiary","Universidad CatÛlica de la SantÌsima ConcepciÛn","Chile, Argentina","na","n","y","n","n","n","n","international","na","n","na","na","n","n","n","n","n","y","narrative","na","n","n","n","n","n","n","n","n","y","n","y","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","na","na","na","na"
8,15,"J","VICTORIANO PF. MUNOZ-RAMIREZ CP. CANALES-AGUIRRE CB. JARA A. VERA-ESCALONA I. BURGOS-CAREAGA T. MUNOZ-MENDOZA C. HABIT E.","Contrasting Evolutionary Responses in Two Co-Distributed Species of Galaxias (Pisces, Galaxiidae) in a River from the Glaciated Range in Southern Chile","Royal Society Open Science",2020,"10.1098/rsos.200632","tertiary","Universidad de ConcepciÛn","Chile","Los RÌos","n","y","n","n","n","n","basin","120","n","na","na","y","n","n","n","n","n","na","DNA","n","n","n","n","n","n","n","n","n","n","y","n","n","n","y","n","na","na","na","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","y","n","n"
9,16,"J","VIDAL N. TROCHINE C. AMSINCK SL. BARMUTA LA. CHRISTOFFERSEN KS. VENTURA M. BUCHACA T. LANDKILDEHUS F. HARDIE SA. MEERHOFF M. JEPPESEN E.","Interaction Between Non-Native Predatory Fishes and Native Galaxiids (Pisces: Galaxiidae) Shapes Food Web Structure in Tasmanian Lakes","Inland Waters",2020,"10.1080/20442041.2020.1724047","tertiary","Aarhus University","Australia","Tasmania","y","y","n","n","n","n","regional","185","n","na","na","y","n","n","n","n","n","na","SIA","y","y","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","na","na","y","n","n","n","n","y","n","n","n","n","n","n","n","y","","n","y","n","n"
10,17,"J","YUNGNICKEL MR. HICKFORD MJ. SCHIEL DR.","Spatio-Temporal Variation in Species Composition of New Zealand's Whitebait Fishery","New Zealand Journal of Marine and Freshwater Research",2020,"10.1080/00288330.2020.1745854","tertiary","UoC","NZ","Southland, Otago, Canterbury, West Coast, Nelson-Tasman, Marlborough, Wellington, Manawatu-Whanganui, Taranaki, Hawke's Bay, BoP, Waikato, Auckland","y","y","y","y","y","n","regional","1200","y","0.5","na","y","n","n","y","n","n","na","na","n","n","n","n","n","n","n","n","y","n","n","n","n","n","y","n","n","y","n","y","n","n","n","n","y","n","y","n","n","n","y","y","y","y","y","n","n","n"
11,20,"J","ALAMA-BERMEJO G. VIOZZI G. WAICHEIM MA. FLORES V. ATKINSON SD.","Host Parasite Relationship of Ortholinea Lauquen Sp. Nov. (Cnidaria: Myxozoa) and the Fish Galaxias Maculatus in Northwestern Patagonia, Argentina","Diseases of Aquatic Organisms",2019,"10.3354/dao03400","govt","Centro de InvestigaciÛn Aplicada y Transferencia TecnolÛgica en Recursos Marinos Almirante Storni","Argentina","Patagonia","n","y","n","n","n","n","regional","105","n","na","na","y","n","n","n","n","n","na","na","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","na","na","na","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","y"
12,22,"J","AUGSPURGER J. CLOSS GP.","Early Life-History Adaptation Influences Conservation Approaches for Facultatively Amphidromous Fish","Aquatic Conservation-Marine and Freshwater Ecosystems",2019,"10.1002/aqc.3077","council","Otago Regional Council","NZ","West Coast, Otago","y","n","n","n","n","n","regional","430","y","18","14","y","n","n","y","n","n","na","na","n","n","n","n","n","n","n","n","y","n","n","y","n","n","n","y","n","n","y","y","n","y","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","y"
13,23,"J","CATLIN AK. COLLIER KJ. DUGGAN IC.","Diet of Juvenile Galaxias Maculatus (Galaxiidae) During the Upstream Migration Period in the Lower Waikato River, New Zealand","Marine and Freshwater Research",2019,"10.1071/MF18305","tertiary","UoW","NZ","Waikato","n","y","n","n","n","n","reach","10","y","12.16666667","6","y","n","n","y","n","n","na","GCA","y","n","n","","n","n","n","n","y","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","y","n","n","n"
14,24,"J","DAVID B. JARVIS M. OZKUNDAKCI D. COLLIER KJ. HICKS A. REID M.","To Sea or not to Sea? Multiple Lines of Evidence Reveal the Contribution of Non-Diadromous Recruitment for Supporting Endemic Fish Populations Within New Zealand's Longest River","Aquatic Conservation-Marine and Freshwater Ecosystems",2019,"10.1002/aqc.3022","council","Waikato Regional Council ","NZ","Waikato","n","y","y","n","y","n","basin","40","n","na","na","y","n","n","n","n","n","na","otolith microchemistry","n","n","n","n","n","n","n","n","y","y","n","n","n","n","n","n","y","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n"
15,25,"J","DELGADO ML. GORSKI K. HABIT E. RUZZANTE DE.","The Effects of Diadromy and Its Loss on Genomic Divergence: The Case of Amphidromous Galaxias Maculatus Populations","Molecular Ecology",2019,"10.1111/mec.15290","tertiary","Dalhousie University","Chile","Magallanes, AysÈn, Los Lagos, Los RÌos, AraucanÌa, BiobÌo","n","y","n","n","n","n","regional","1600","n","na","na","y","n","n","n","n","n","na","DNA","n","n","n","n","n","n","n","n","y","n","y","n","n","n","y","n","na","na","na","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","y","n","y"
16,26,"J","EGAN EMC. HICKFORD MJ. SCHIEL DR.","Understanding the Life Histories of Amphidromous Fish by Integrating Otolith-Derived Growth Reconstructions, Post-Larval Migrations and Reproductive Traits","Aquatic Conservation-Marine and Freshwater Ecosystems",2019,"10.1002/aqc.3145","tertiary","UoC","NZ","Nelson-Tasman","n","y","n","n","n","n","regional","35","y","12.25","12","y","n","n","y","n","n","na","otolith rings","n","n","n","n","n","n","n","n","y","n","n","n","n","y","n","n","n","y","y","y","n","n","n","y","n","n","n","n","n","n","n","n","n","n","y","n","n","n"
17,27,"J","GUAGLIARDO S. VIOZZI G. BRUGNI N.","Pathology Associated with Larval Eustrongylides Sp. (Nematoda: Dioctophymatoidea) Infection in Galaxias Maculatus (Actinopterygii: Galaxiidae) from Patagonia, Argentina","International Journal for Parasitology-Parasites and Wildlife",2019,"10.1016/j.ijppaw.2019.08.004","tertiary","Universidad Nacional del Sur","Argentina","Patagonia","n","y","n","n","n","n","basin","na","n","na","na","y","n","n","n","n","n","na","na","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","na","na","na","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","na"
18,28,"J","KAEMINGK MA. SWEARER SE. BURY SJ. SHIMA JS.","Landscape Edges Shape Dispersal and Population Structure of a Migratory Fish","Oecologia",2019,"10.1007/s00442-019-04440-x","tertiary","VUW","NZ","BoP, Wellington, Waikato","n","y","n","n","n","n","regional","530","n","na","na","y","n","n","y","n","n","na","otolith microchemistry","n","n","n","n","n","n","n","n","y","n","n","n","n","y","n","n","y","y","n","y","n","n","n","y","n","y","n","n","n","n","n","n","n","n","y","n","n","n"
19,30,"J","AKBARIPASAND A. CLOSS GP.","Effects of Food Supply and Stream Physical Characteristics on Habitat Use of a Stream-Dwelling Fish","Ecology of Freshwater Fish",2018,"10.1111/eff.12345","tertiary","UoO","NZ","Otago","n","n","n","n","y","n","regional","5","n","na","na","y","n","n","y","n","n","na","na","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","y","y","n","n","n","n","y","y","n","n","n","n","n","n","n","n","y","n","n","n"
20,31,"J","BECKER LA. CRICHIGNO S. CUSSAC V.","Climate Change Impacts on Freshwater Fishes: a Patagonian Perspective","Hydrobiologia",2018,"10.1007/s10750-017-3310-4","tertiary","Universidad Nacional del Comahue","Chile, Argentina","na","n","y","n","n","n","n","international","na","n","na","na","n","n","n","n","n","y","narrative","na","n","y","y","n","n","n","n","n","y","y","y","n","n","n","n","n","na","na","na","n","n","n","n","n","n","y","n","n","n","n","n","n","y","y","na","na","na","na"
21,32,"J","GORSKI K. HABIT E. PINGRAM MA. MANOSALVA AJ.","Variation of the Use of Marine Resources by Galaxias Maculatus in Large Chilean Rivers","Hydrobiologia",2018,"10.1007/s10750-015-2542-4","tertiary","Universidad CatÛlica de la SantÌsima ConcepciÛn","Chile","AysÈn, Los Lagos, Los RÌos, AraucanÌa, BiobÌo","n","y","n","n","n","n","regional","1250","n","na","na","y","n","n","n","n","n","na","SIA","y","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","y","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n"
22,33,"J","HICKFORD MJ. STEVENS JC. SCHIEL DR.","Nonselective Use of Vegetation for Spawning by the Diadromous Fish Galaxias Maculatus","Restoration Ecology",2018,"10.1111/rec.12618","tertiary","UoC","NZ","Canterbury","n","y","n","n","n","n","lab","na","n","na","na","n","n","y","y","y","n","na","habitat manipulation","n","n","n","n","n","n","y","n","n","n","n","y","y","n","n","y","n","n","y","y","n","y","y","n","y","y","n","n","n","n","n","y","n","n","y","n","n","n"
23,34,"J","ORCHARD DSE. HICKFORD MJ. SCHIEL DR.","Use of Artificial Habitats to Detect Spawning Sites for the Conservation of Galaxias Maculatus, a Riparian-Spawning Fish","Ecological Indicators",2018,"10.1016/j.ecolind.2018.03.061","tertiary","UoC","NZ","Canterbury","n","y","n","n","n","n","regional","10","n","na","na","n","n","y","y","n","n","na","habitat manipulation","n","n","n","n","n","n","n","n","n","n","n","y","y","n","n","y","n","n","y","n","n","n","n","n","n","y","n","n","n","y","n","n","n","n","y","n","n","n"
24,35,"J","ORCHARD S. HICKFORD MJ.","Census Survey Approach to Quantifying Nanga Spawning Habitat for Conservation and Management","New Zealand Journal of Marine and Freshwater Research",2018,"10.1080/00288330.2017.1392990","tertiary","UoC","NZ","Canterbury","n","y","n","n","n","n","reach","2","y","0.333333333","4","y","n","n","y","n","n","na","na","n","n","n","n","n","n","n","n","n","n","n","y","y","n","n","y","n","n","y","n","n","n","n","n","y","y","n","n","n","y","n","n","n","n","y","n","n","n"
25,36,"J","PEARCE J. SABETIAN A. KEYSER LM. WANG S. LU J.","Assessing Sperm Membrane Viability using Flow Cytometry in Farmed New Zealand Giant Kokopu Galaxias Argenteus","New Zealand Journal of Marine and Freshwater Research",2018,"10.1080/00288330.2017.1394883","tertiary","AUT","NZ","na","n","n","y","n","n","n","lab","na","n","na","na","n","n","y","n","y","n","na","flow cytometry","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","y","n","n","n","y","n","n","n","y","n","y","n","n","n","n","na","na","na","na"
26,37,"J","ROJO JH. FIGUEROA DE. BOY CC.","Age and Growth of Diadromous Galaxias Maculatus (Jenyns, 1842) in Southernmost South America (54a Degrees s) Including Contribution of Age Classes to Reproduction","Environmental Biology of Fishes",2018,"10.1007/s10641-018-0765-8","tertiary","Universidad Nacional de Mar del Plata","Argentina","Patagonia","n","y","n","n","n","n","reach","0.01","y","1","12","y","n","n","n","n","n","na","na","n","n","n","n","n","n","n","n","n","y","n","n","n","y","n","n","n","y","y","y","y","n","n","y","n","n","n","n","n","n","n","n","n","n","y","n","n","n"
28,43,"J","AUGSPURGER J. WARBURTON M. CLOSS GP.","Life-History Plasticity in Amphidromous and Catadromous Fishes: a Continuum of Strategies","Reviews in Fish Biology and Fisheries",2017,"10.1007/s11160-016-9463-9","tertiary","UoO","NZ","na","y","y","y","y","y","n","na","na","na","na","na","n","n","n","n","n","y","narrative","na","n","n","n","n","n","n","n","y","y","n","y","y","n","n","n","n","y","y","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","na","na","na","na"
29,44,"J","BOY CC. PEREZ AF. TAGLIAFERRO M. LATTUCA ME. GUTIERREZ M. VANELLA FA.","Exploring Bioenergetics of Diadromous Galaxias Maculatus in the Southernmost Extreme of Its Distribution: Summer is not Always the Better Season","Journal of Experimental Marine Biology and Ecology",2017,"10.1016/j.jembe.2016.11.008","govt","Centro Austral de Investigaciones CientÌficas","Argentina","Patagonia","n","y","n","n","n","n","lab","0.01","y","1","4","y","n","y","n","y","n","na","na","y","n","n","y","n","n","n","n","n","y","n","n","n","y","n","n","n","y","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n"
30,45,"J","HICKS A. JARVIS M. DAVID B. WATERS JM. NORMAN MD. CLOSS GP.","Lake and Species Specific Patterns of Non-Diadromous Recruitment in Amphidromous Fish: The Importance of Local Recruitment and Habitat Requirements","Marine and Freshwater Research",2017,"10.1071/MF16387","tertiary","UoO","NZ","West Coast, Otago","y","y","y","n","n","n","regional","290","na","na","na","y","n","n","y","n","n","na","otolith microchemistry","n","n","n","n","n","n","y","n","y","n","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","y"
31,46,"J","JONES P. AUGSPURGER J. CLOSS GP.","Landscape-Scale Life-History Gradients in New Zealand Freshwater Fish","Freshwater Biology",2017,"10.1111/fwb.12886","tertiary","UoO","NZ","Canterbury, Otago","y","n","n","n","n","n","regional","400","n","na","na","y","n","n","y","n","n","na","na","n","n","n","n","n","n","n","n","n","y","n","n","n","n","n","y","n","n","y","y","n","y","n","n","n","y","n","n","n","n","n","n","n","n","y","n","n","n"
32,47,"J","MILANO D. VIGLIANO PH. BEAUCHAMP DA.","Effect of Body Size and Temperature on Respiration of Galaxias Maculatus (Pisces: Galaxiidae)","New Zealand Journal of Marine and Freshwater Research",2017,"10.1080/00288330.2016.1231127","tertiary","Universidad Nacional del Comahue","Argentina ","Patagonia","n","y","n","n","n","n","lab","na","n","na","na","n","n","y","n","y","n","na","metabolic rates","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","n","n","y","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n"
33,48,"J","WHITE RSA. MCHUGH PA. GLOVER CN. MCINTOSH AR.","Metabolism Drives Distribution and Abundance in Extremophile Fish","Plos One",2017,"10.1371/journal.pone.0187597","tertiary","UoC","NZ","West Coast","n","n","n","n","y","n","regional","na","n","na","na","y","n","n","y","n","n","na","metabolic rates","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","y","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","n","na"
34,51,"J","CUSSAC V. HABIT E. CIANCIO J. BATTINI M. ROSSI CR. BARRIGA JP. BAIGUN C. CRICHIGNO S.","Freshwater Fishes of Patagonia: Conservation and Fisheries","Journal of Fish Biology",2016,"10.1111/jfb.13008","tertiary","Universidad Nacional del Comahue","Argentina ","Patagonia","n","y","n","n","n","n","international","na","n","na","na","n","n","n","n","n","y","narrative","na","n","y","n","n","n","n","n","n","y","n","y","n","n","n","n","na","na","na","na","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","na","na","na","na"
35,52,"J","GRAY DP. HARDING JS. LINDSAY P.","Remediation of a Major Acid Mine Drainage Point Source Discharge Restores Headwater Connectivity for a Diadromous Native Fish","New Zealand Journal of Marine and Freshwater Research",2016,"10.1080/00288330.2016.1184170","tertiary","UoC","NZ","West Coast","y","n","n","n","n","n","regional","20","y","7","2","y","n","n","y","n","n","na","na","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","y","y","n","n","n","y","y","y","n","n","n","n","n","y","n","n","y","n","n","n"
36,53,"J","HICKFORD MJ. SCHIEL DR.","Otolith Microchemistry of the Amphidromous Galaxias Maculatus Shows Recruitment to Coastal Rivers from Unstructured Larval Pools","Marine Ecology Progress Series",2016,"10.3354/meps11701","tertiary","UoC","NZ","Canterbury, West Coast, Marlborough","n","y","n","n","n","n","regional","290","n","na","na","y","n","n","y","n","n","na","otolith microchemistry","n","n","n","n","n","n","n","n","y","n","n","n","n","y","n","n","y","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","y","n"
37,57,"J","RUIZ-JARABO I. GONZALEZ-WEVAR CA. OYARZUN R. FUENTES J. POULIN E. BERTRAN C. VARGAS-CHACOFF L.","Isolation Driven Divergence in Osmoregulation in Galaxias Maculatus (Jenyns, 1848) (Actinopterygii: Osmeriformes)","Plos One",2016,"10.1371/journal.pone.0154766","tertiary","Universidade do Algarve","Chile"," Los RÌos, AraucanÌa","n","y","n","n","n","n","lab","na","n","na","na","y","n","y","n","y","n","na","DNA","n","n","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","y","n","y"
38,59,"J","STEVENS JC. HICKFORD MJ. SCHIEL DR.","Evidence of Iteroparity in the Widely Distributed Diadromous Fish Inanga Galaxias Maculatus and Potential Implications for Reproductive Output","Journal of Fish Biology",2016,"10.1111/jfb.13083","tertiary","UoC","NZ","Canterbury, West Coast","n","y","n","n","n","n","regional","260","y","12.16666667","14","y","n","n","y","n","n","na","na","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n","y","n","n","y","y","n","y","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n"
39,60,"J","WYLIE MJ. CLOSS GP. DAMSTEEGT EL. LOKMAN PM.","Effects of Salinity and Temperature on Artificial Cultivation and Early Ontogeny of Giant Kokopu, Galaxias Argenteus (Gmelin 1789)","Aquaculture Research",2016,"10.1111/are.12605","tertiary","UoO","NZ","Southland","n","n","y","n","n","n","lab","na","n","na","na","n","n","y","n","y","n","na","na","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n","y","n","n","y","n","n","n","n","y","n","n","n","n","n","y","n","n","n","n"
41,66,"J","BAKER C. SMITH J.","Influence of Flow on the Migration and Capture of Juvenile Galaxiids in a Large River System","New Zealand Journal of Marine and Freshwater Research",2015,"10.1080/00288330.2014.941372","CRI","NIWA","NZ","Waikato","y","y","y","n","y","n","reach","9","n","na","na","y","n","n","n","n","n","na","mark recapture","n","n","n","n","n","n","n","y","y","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","y","n","n","y","n","n","n","n","n","y","n","n","n"
42,69,"J","FRANKLIN PA. SMITH J. BAKER C. BARTELS B. REEVE K.","First Observations on the Timing and Location of Giant Kokopu (Galaxias Argenteus) Spawning","New Zealand Journal of Marine and Freshwater Research",2015,"10.1080/00288330.2015.1045004","CRI","NIWA","NZ","Waikato","n","n","y","n","n","n","reach","0.25","y","3","38","y","n","n","n","n","n","na","na","n","n","n","n","n","n","n","n","n","n","n","y","y","n","n","y","n","n","y","y","n","n","y","n","y","y","n","n","n","n","n","n","n","n","y","n","n","n"
43,70,"J","GONZALEZ-WEVAR C. SALINAS P. HUNE M. SEGOVIA N. VARGAS-CHACOFF L. ODA E. POULIN E.","Contrasting Genetic Structure and Diversity of Galaxias Maculatus (Jenyns, 1848) along the Chilean Coast: Stock Identification for Fishery Management","Journal of Heredity",2015,"10.1093/jhered/esv005","tertiary","Universidad de Magallanes","Chile","AysÈn, AraucanÌa","n","y","n","n","n","n","regional","1060","n","na","na","y","n","n","n","n","n","na","DNA","n","n","n","n","n","n","n","n","y","n","y","n","n","n","y","n","na","na","na","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n"
44,71,"J","GONZALEZ-WEVAR CA. SALINAS P. HUNE M. SEGOVIA N. VARGAS-CHACOFF L. ASTORGA M. CANETE JI. POULIN E.","Phylogeography in Galaxias Maculatus (Jenyns, 1848) along Two Biogeographical Provinces in the Chilean Coast","Plos One",2015,"10.1371/journal.pone.0131289","tertiary","Universidad de Magallanes","Chile","AysÈn, AraucanÌa, Magallanes","n","y","n","n","n","n","regional","1060","n","na","na","y","n","n","n","n","n","na","DNA","n","n","n","n","n","n","n","n","y","n","y","n","n","n","y","n","na","na","na","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n"
45,72,"J","HUSTLER K. WHITTINGTON B. MARTIN Z.","a Novel Hunting Method for Banded Kokopu","New Zealand Journal of Zoology",2015,"10.1080/03014223.2015.1071272","secondary","Northcote College","NZ","Auckland","n","n","n","n","y","n","reach","0.01","n","na","na","y","n","y","y","n","n","na","feeding","y","n","n","n","n","n","y","n","n","n","n","n","y","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n"
46,74,"J","JUNCOS R. MILANO D. MACCHI PJ. VIGLIANO PH.","Niche Segregation Facilitates Coexistence Between Native and Introduced Fishes in a Deep Patagonian Lake","Hydrobiologia",2015,"10.1007/s10750-014-2122-z","govt","Centro Ato¥mico Bariloche","Argentina","Patagonia","n","y","n","n","n","n","basin","60","y","5","20","y","n","n","n","n","n","na","na","n","y","y","n","n","n","n","n","n","n","n","n","n","n","n","n","y","y","y","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","y","n","n"
47,75,"J","TAGLIAFERRO M. ARISMENDI I. LANCELOTTI J. PASCUAL M.","a Natural Experiment of Dietary Overlap Between Introduced Rainbow Trout (Oncorhynchus Mykiss) and Native Puyen (Galaxias Maculatus) in the Santa Cruz River, Patagonia","Environmental Biology of Fishes",2015,"10.1007/s10641-014-0360-6","tertiary","Universidad Nacional de Luj·n","Argentina","Patagonia","n","y","n","n","n","n","reach","305","n","na","na","y","n","n","n","n","n","na","GCA","y","n","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","y","n","n","n","n","n","n","n","n","n","n","n","","n","y","n","y","n","n","n"
48,78,"J","WHITE RSA. MCHUGH PA. GLOVER CN. MCINTOSH AR.","Multiple Environmental Stressors Increase the Realised Niche Breadth of a Forest-Dwelling Fish","Ecography",2015,"10.1111/ecog.00526","tertiary","UoC","NZ","West Coast","n","y","n","n","y","n","regional","na","n","na","na","y","n","n","n","n","n","na","na","n","y","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n","n","n","y","y","n","n","n","n","n","n","n","n","n","n","n","?"
50,80,"J","AKBARIPASAND A. KRKOSEK M. LOKMAN PM. CLOSS GP.","Does Social Status Within a Dominance Hierarchy Mediate Individual Growth, Residency and Relocation?","Oecologia",2014,"10.1007/s00442-014-3038-z","tertiary","UoO","NZ","Otago","n","n","n","n","y","n","regional","3.5","y","1","12","y","n","n","n","n","n","na","na","y","n","y","n","n","n","y","y","n","n","n","n","n","y","n","n","n","n","y","y","n","n","n","n","y","n","n","n","n","n","n","n","n","n","y","n","n","n"
51,81,"J","AKBARIPASAND A. RAMEZANI J. LOKMAN PM. CLOSS GP.","can Drifting Invertebrates Meet the Energy Requirements of Drift-Feeding Fish? a Case Study on Galaxias Fasciatus","Freshwater Science",2014,"10.1086/676957","tertiary","UoO","NZ","Otago","n","n","n","n","y","n","regional","0.5","n","na","na","y","n","y","n","y","n","na","respirometry","y","n","n","y","n","n","n","n","n","n","n","n","n","y","n","n","n","n","y","y","n","n","n","n","y","n","y","n","n","n","n","n","n","n","y","n","n","n"
52,82,"J","BAKER C.","Effect of Ramp Length and Slope on the Efficacy of a Baffled Fish Pass","Journal of Fish Biology",2014,"10.1111/jfb.12298","CRI","NIWA","NZ","Waikato","n","y","n","n","n","n","lab","na","n","na","na","n","n","y","n","y","n","na","passage","n","n","n","n","n","n","y","y","y","n","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","y","n","n","n"
53,84,"J","DAVID B. TONKIN JD. TAIPETI KWT. HOKIANGA HT.","Learning the Ropes: Mussel Spat Ropes Improve Fish and Shrimp Passage Through Culverts","Journal of Applied Ecology",2014,"10.1111/1365-2664.12178","council","Waikato Regional Council ","NZ","Waikato","n","y","n","n","n","n","lab","0.006","n","na","na","n","n","y","n","y","n","na","passage","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","y","n","n","n"
